economy,Country,EN.POP.SLUM.UR.ZS,FM.AST.DOMS.CN,FP.CPI.TOTL.ZG,IC.FRM.BRIB.ZS,NY.GDP.PCAP.KD,SE.PRM.ENRR,SE.PRM.UNER,SH.DYN.NMRT,SI.POV.GINI,SL.UEM.TOTL.ZS,SP.DYN.CBRT.IN,Year
VIR,Virgin Islands (U.S.),,,,,34435.4944455756,,,,,12.3249998092651,12.8,2017
VNM,Vietnam,,7101015185135680.0,3.52025688811619,,2885.59173584673,109.150833129883,,10.7,,1.87000000476837,16.979,2017
VEN,"Venezuela, RB",,,,,,97.1503372192383,324992.0,14.7,,5.05000019073486,18.232,2017
VUT,Vanuatu,,53094437210.0,3.08452624403546,,2849.26351223341,,,11.5,,1.74500000476837,30.015,2017
UZB,Uzbekistan,,-54237641050688.6,,,2943.09922167133,103.654922485352,16680.0,9.2,,5.80000019073486,22.1,2017
URY,Uruguay,,599450069042.27,6.21809382561863,2.4,16020.3804993356,108.459442138672,857.0,4.4,39.5,7.8899998664856,13.963,2017
USA,United States,,20787485743208.5,2.13011000365963,,58215.4116283343,101.821441650391,104711.0,3.8,41.2,4.3600001335144,11.8,2017
GBR,United Kingdom,,3413314000000.0,2.55775577557754,,46746.6418904989,101.154556274414,20508.0,2.8,35.1,4.32999992370605,11.4,2017
ARE,United Arab Emirates,,1415987000000.0,1.96682557818839,,39798.5091267933,108.39705657959,5636.0,3.9,,2.46000003814697,10.456,2017
UKR,Ukraine,,1749556117486.78,14.4383227488749,,2246.73852539063,,,5.3,26.0,9.5,9.4,2017
UGA,Uganda,,16262259460780.7,5.64093192245177,,850.162197691424,102.704711914063,,20.8,,1.932000041008,38.947,2017
TUV,Tuvalu,,,,,3483.49300350065,,,11.3,,,,2017
TCA,Turks and Caicos Islands,,,,,26544.3607110348,,,,,,,2017
TKM,Turkmenistan,,,,,7032.45791282766,,,23.8,,4.2039999961853,24.615,2017
TUR,Turkiye,,2417407452101.2,11.1443110840764,,11835.2611056347,93.1549835205078,273461.0,5.8,41.4,10.8199996948242,16.264,2017
TUN,Tunisia,,85901455998.073,5.30884839565841,,4139.4041532495,115.649612426758,,12.1,,15.3299999237061,18.01,2017
TTO,Trinidad and Tobago,,71364825965.51,1.8803844018353,,16594.1463752913,,,11.7,,3.27500009536743,13.302,2017
TON,Tonga,,306952008.3725,7.5170628355112,,4717.50754686215,,,5.3,,2.81500005722046,24.626,2017
TGO,Togo,,1343372835401.23,-0.980289495517403,,598.191423084793,124.350967407227,90527.0,25.9,,3.74000000953674,33.55,2017
TLS,Timor-Leste,,-212773548.24,0.522976680384116,,1285.13987403259,119.765129089355,5688.0,20.9,,4.76000022888184,29.453,2017
THA,Thailand,,19265400134845.9,0.66563189313507,,6247.9920783153,99.6250305175781,,5.6,36.5,0.829999983310699,10.513,2017
TZA,Tanzania,,20171148728680.4,5.31871605228923,,1018.98968505859,89.2176818847656,1611822.0,21.5,,2.17700004577637,37.075,2017
TJK,Tajikistan,,9356348843.01,,,1066.39830245955,100.857437133789,4181.0,15.4,,6.9539999961853,31.364,2017
SYR,Syrian Arab Republic,,,,,965.676475234525,,,10.8,,8.7519998550415,24.115,2017
CHE,Switzerland,,,0.533787839825886,,86119.1453732551,105.19068145752,706.0,2.9,32.7,4.80000019073486,10.3,2017
SWE,Sweden,,7586755000000.0,1.79449904665596,,52576.8102821051,126.575378417969,1876.0,1.5,28.8,6.71999979019165,11.5,2017
SUR,Suriname,,11988901369.3252,21.9969430173304,,8677.78217385552,110.557518005371,8579.0,12.0,,7.90399980545044,18.791,2017
SDN,Sudan,,191828487590.044,32.3516260968437,,2169.77221679688,76.8160629272461,2443016.0,28.5,,17.5330009460449,32.542,2017
VCT,St. Vincent and the Grenadines,,1196042970.04,2.15333648840511,,7583.52757324851,110.661796569824,58.0,9.8,,19.181999206543,14.403,2017
MAF,St. Martin (French part),,,,,,,,,,,15.0,2017
LCA,St. Lucia,,3422617371.29,0.104262078958419,,10718.8599798181,102.001403808594,228.0,12.4,,18.8600006103516,12.143,2017
KNA,St. Kitts and Nevis,,1157381472.83,0.694916711613505,,19317.7873561726,,,10.8,,,,2017
LKA,Sri Lanka,,9665090230718.63,7.70413767850603,,4067.99306501342,100.632713317871,12419.0,4.6,,4.05000019073486,16.106,2017
ESP,Spain,,2077312000000.0,1.95607633363964,,27224.3980320415,102.710289001465,74969.0,1.9,34.7,17.2199993133545,8.4,2017
SSD,South Sudan,,103123325042.24,187.851630279442,,,,,40.5,,12.253999710083,35.37,2017
ZAF,South Africa,,3662174052531.4,5.18424664766131,,6192.89240023292,100.864730834961,567591.0,11.1,,27.0400009155273,20.908,2017
SOM,Somalia,,,,,406.427231255171,,,38.7,36.8,18.8819999694824,41.919,2017
SLB,Solomon Islands,,1184460046.08,0.488686760260984,,2292.09089127655,112.623901367188,,8.6,,0.707000017166138,32.877,2017
SVN,Slovenia,,29464360000.0,1.42910743319297,,22563.7589398118,100.396743774414,225.0,1.3,24.2,6.55999994277954,9.8,2017
SVK,Slovak Republic,,67275760000.0,1.31194588223234,,17105.6656500949,98.732048034668,12554.0,3.0,23.2,8.13000011444092,10.7,2017
SXM,Sint Maarten (Dutch part),,,2.19201010963043,,29237.8460926268,,,,,,9.0,2017
SGP,Singapore,,629837300000.0,0.576260310166371,,59484.685464386,100.626953125,72.0,1.0,,4.19999980926514,8.9,2017
SLE,Sierra Leone,,6055439906417.07,18.2198091957714,46.1,622.530318311141,124.476287841797,,33.4,,4.66300010681152,33.939,2017
SYC,Seychelles,,9017229442.57078,2.85679575568451,,16267.1714234195,99.8453216552734,249.0,8.9,,,17.2,2017
SRB,Serbia,,2420598320000.0,3.13106248590119,,5959.52267314354,100.312927246094,2752.0,3.7,36.2,13.4799995422363,9.2,2017
SEN,Senegal,,4611160667362.0,1.31815314847782,,1316.84468769724,,,22.4,,3.69000005722046,35.12,2017
SAU,Saudi Arabia,,1001436240106.25,-0.838194579675057,,19946.9529624275,99.458122253418,,4.1,,5.8899998664856,18.319,2017
STP,Sao Tome and Principe,,1971588779.38905,5.69508878579428,,1651.01201657277,106.791542053223,2100.0,9.4,40.7,13.9739999771118,31.967,2017
SMR,San Marino,,,1.04597683468952,,43254.5185234033,,,0.9,,,6.7,2017
WSM,Samoa,,1020183000.0,1.74989677484723,,4408.58575406,108.548843383789,185.0,7.2,,8.57800006866455,24.689,2017
RWA,Rwanda,,1453550507704.86,8.27953672260826,,785.339255503284,137.68180847168,42716.0,19.0,,1.13699996471405,32.062,2017
RUS,Russian Federation,,54037870050000.0,3.68332944412231,,9473.1796875,102.582458496094,8523.0,3.2,37.2,5.21000003814697,11.5,2017
ROU,Romania,,281796400860.0,1.33902121104396,,10195.0747280838,85.1508712768555,126456.0,3.6,36.0,4.92999982833862,10.8,2017
QAT,Qatar,,897859929000.0,0.394878914082996,,60262.7460959426,103.280738830566,2972.0,3.8,,0.140000000596046,9.698,2017
PRI,Puerto Rico,,,,,29809.2177040267,,,,,10.8000001907349,7.3,2017
PRT,Portugal,,297028200000.0,1.36861411643481,,20441.4858041084,106.183128356934,3662.0,2.0,33.8,8.86999988555908,8.4,2017
POL,Poland,,1460900000000.0,2.07593553673862,,13604.5404668014,100.015899658203,59793.0,2.8,29.7,4.8899998664856,10.6,2017
PHL,Philippines,,10476875195488.1,2.85318772590939,,3338.44153304114,107.509773254395,424228.0,13.6,,2.54999995231628,21.036,2017
PER,Peru,,240871848781.147,2.99490045809446,17.6,6432.9243294982,103.519569396973,33838.0,7.5,43.3,3.69000005722046,18.134,2017
PRY,Paraguay,,73185167672440.3,3.60247741348939,13.8,5762.7326449502,,,11.2,48.5,4.6100001335144,20.787,2017
PNG,Papua New Guinea,,22912496504.242,5.42204568023833,,2811.79746464386,,,22.9,,2.50699996948242,27.364,2017
PAN,Panama,,51048362878.72,0.875585918759888,,14596.7410938158,94.385986328125,58658.0,8.9,49.9,3.85899996757507,19.263,2017
PLW,Palau,,,1.41798819666923,,15218.2556107507,,,9.8,,,12.4,2017
PAK,Pakistan,,17215682605112.0,4.08537368032604,,1434.13033561766,90.5891723632813,,43.3,,3.91599988937378,28.599,2017
OMN,Oman,,19310879823.0,1.59716060337177,,17774.451864124,106.364692687988,4181.0,5.0,,2.56500005722046,19.786,2017
NOR,Norway,,4450941000000.0,1.87510059552548,,75610.6494832583,100.260208129883,177.0,1.5,27.0,4.15999984741211,10.7,2017
MNP,Northern Mariana Islands,,,,,25609.2300652271,,,,,,,2017
MKD,North Macedonia,,322535088875.761,1.3516188967744,,5043.69224811274,97.1259536743164,1062.0,6.8,34.2,22.3799991607666,10.5,2017
NGA,Nigeria,,25956121035475.1,16.5235399802169,,2529.38524845349,,,36.7,,8.39000034332275,38.384,2017
NER,Niger,,1012768959206.0,2.7963731887128,7.8,497.719885328768,74.736198425293,1241317.0,25.7,,0.541999995708466,46.54,2017
NIC,Nicaragua,,198946084007.577,3.85067166284725,,2185.88870894688,,,10.8,,3.29999995231628,21.06,2017
NZL,New Zealand,,435692932000.0,1.85078767452532,,39759.1506503582,99.9747619628906,913.0,2.9,,4.73999977111816,12.38,2017
NCL,New Caledonia,,,,,,,,,,14.7849998474121,14.5,2017
NLD,Netherlands,,1406545000000.0,1.3814587140721,,46997.3454541962,104.229621887207,11016.0,2.6,28.5,4.84000015258789,9.9,2017
NPL,Nepal,,2263959898040.33,3.62709610696609,,964.897795187132,143.919540405273,101223.0,19.2,,3.31800007820129,20.196,2017
NRU,Nauru,,,,,7986.14269990462,,,20.1,,,,2017
NAM,Namibia,,105556796439.292,6.14579981111162,,4670.94926975065,124.179168701172,5446.0,21.2,,21.6389999389648,29.105,2017
MMR,Myanmar,,38473916190000.0,4.57253655317505,,1380.15279898287,112.223648071289,112231.0,24.0,30.7,1.55999994277954,17.703,2017
MOZ,Mozambique,,257974048448.77,15.1132073899385,,599.691912135997,107.813247680664,576566.0,30.1,,3.45099997520447,37.876,2017
MAR,Morocco,,1157324390851.88,0.754663249323633,,2950.21215820313,112.402160644531,89998.0,13.1,,9.24199962615967,19.399,2017
MNE,Montenegro,,2523885178.93171,2.38023599053136,,7023.43051268611,98.1132125854492,1097.0,1.7,36.9,16.0699996948242,11.9,2017
MNG,Mongolia,,18283416485840.1,4.3107625408578,,4000.83782010661,102.934089660645,1672.0,9.0,,6.3600001335144,24.833,2017
MCO,Monaco,,,,,162819.384890552,,,1.8,,,,2017
MDA,Moldova,,36506142429.65,6.57022997455601,,3072.80099532282,103.542449951172,878.0,11.2,25.9,4.09999990463257,10.274,2017
FSM,"Micronesia, Fed. Sts.",,-157480000.0,0.689027978925107,,2941.87332481567,,,14.2,,,22.937,2017
MEX,Mexico,,8539990945628.64,6.04145724018992,,9842.40071150603,105.770011901855,97717.0,8.6,,3.42000007629395,17.918,2017
MUS,Mauritius,,574578401984.685,3.66699702675917,,9966.7696658865,101.525238037109,1008.0,9.3,36.8,6.75,10.7,2017
MRT,Mauritania,,76333442911.7055,2.27503457252097,,1549.5779006315,96.6590423583984,138310.0,33.1,,10.3400001525879,34.132,2017
MHL,Marshall Islands,,,,,3312.17508139114,,,15.6,,,,2017
MLT,Malta,,13143660000.0,1.3643544815071,,27215.6034839179,104.99836730957,57.0,4.4,29.2,4.0,9.2,2017
MLI,Mali,,2805428880312.0,1.75985742927153,,789.072630828653,80.1707763671875,1032074.0,33.6,,7.40999984741211,42.078,2017
MDV,Maldives,,36484705467.46,2.81747338234507,,9437.90631619328,97.1098022460938,1927.0,5.2,,5.86999988555908,14.891,2017
MYS,Malaysia,,1898617341108.36,3.8712011577424,,10707.7483031664,105.291603088379,10381.0,4.4,,3.41000008583069,16.867,2017
MWI,Malawi,,,11.543393918877,,384.420750723212,145.488876342773,,21.0,,5.76000022888184,34.593,2017
MDG,Madagascar,,7473587704185.64,8.60905075422951,,478.610657077595,,,21.5,,1.82299995422363,32.897,2017
MAC,"Macao SAR, China",,111003587000.0,1.22812404052807,,79040.387670443,101.430252075195,655.0,,,1.99000000953674,11.2,2017
LUX,Luxembourg,,107283000000.0,1.73079959118897,,107142.127556443,102.285949707031,208.0,1.7,34.5,5.51999998092651,10.4,2017
LTU,Lithuania,,19359000000.0,3.72288862303693,,15661.9962536775,103.87474822998,247.0,2.3,37.3,7.07000017166138,10.1,2017
LIE,Liechtenstein,,,,,,104.699737548828,3.0,,,,8.9,2017
LBY,Libya,,28478032293.0,,,9662.28218597782,,,6.6,,19.371000289917,19.38,2017
LBR,Liberia,,936357752.485653,12.4196323907137,56.1,692.20304237615,85.1091918945313,159479.0,31.8,,3.04900002479553,33.426,2017
LSO,Lesotho,,5455586764.50864,4.44769937376299,,1132.00926895142,120.897499084473,7408.0,45.2,44.9,23.2000007629395,27.17,2017
LBN,Lebanon,,160187609832295.0,4.32135218303198,,7502.65449905703,,,4.4,,10.2740001678467,17.67,2017
LVA,Latvia,,14403000000.0,2.93036312374664,,14845.2771981948,99.3678436279297,1854.0,2.4,35.6,8.72000026702881,10.7,2017
LAO,Lao PDR,,,0.82547860756813,,2373.59737898011,106.017402648926,57256.0,23.5,,0.805000007152557,23.955,2017
KGZ,Kyrgyz Republic,,106587674792.779,3.1753098637994,,1177.43873608377,107.042427062988,1363.0,13.4,27.3,6.8899998664856,24.8,2017
KWT,Kuwait,,33555969600.0,2.17183298510008,,27702.1878533581,95.6887969970703,,4.9,,2.19700002670288,14.651,2017
XKX,Kosovo,,2251627705.0,1.48823430592309,,3890.19616820075,,,,29.0,,16.4,2017
KOR,"Korea, Rep.",,2942654580000000.0,1.94433230786365,,30307.395236491,98.0886001586914,66235.0,1.6,,3.65000009536743,7.0,2017
PRK,"Korea, Dem. People's Rep.",,,,,,,,10.3,,2.69799995422363,13.91,2017
KIR,Kiribati,,,0.355520888546853,,1481.01309990081,101.304611206055,645.0,22.8,,,28.294,2017
KEN,Kenya,,3693317659779.0,8.0057227913467,,1510.90807221582,,,21.8,,3.51300001144409,29.296,2017
KAZ,Kazakhstan,,18205046573206.0,7.44000437325754,,10758.5208843812,108.747756958008,10277.0,4.9,27.5,4.90000009536743,21.64,2017
JOR,Jordan,,30810406175.128,3.32389447576096,,4105.72095129719,80.770866394043,271105.0,9.7,,18.1399993896484,22.622,2017
JPN,Japan,,1519516400000000.0,0.484199796126387,,35861.9728545838,,,0.9,,2.79999995231628,7.6,2017
JAM,Jamaica,,1050358550739.93,4.3783986499156,,4973.72417236268,,,10.3,,11.6300001144409,16.286,2017
ITA,Italy,,2852865000000.0,1.22653316645808,,31244.2270989224,101.879356384277,71841.0,2.0,35.9,11.210000038147,7.6,2017
ISR,Israel,,1007129260398.31,0.244953121040659,,37550.727685517,104.901123046875,2210.0,2.0,38.2,4.21999979019165,21.1,2017
IMN,Isle of Man,,,,,94883.2884753862,,,,,,,2017
IRL,Ireland,,249356000000.0,0.340531561461793,,67424.2285587633,100.852783203125,159.0,2.2,31.4,6.71000003814697,12.9,2017
IRQ,Iraq,,40982753196706.6,0.18405889884764,,4961.40450824501,,,15.9,,13.0200004577637,29.693,2017
IRN,"Iran, Islamic Rep.",,,8.04492437660281,,5657.97008130138,110.707542419434,16911.0,9.2,40.8,12.2299995422363,19.011,2017
IDN,Indonesia,,5722475024425300.0,3.80879806953163,,3589.71554262199,105.911430358887,1402639.0,13.1,38.8,3.88000011444092,18.422,2017
IND,India,,123215204383933.0,3.32817337461301,,1816.73087569391,112.957862854004,,23.7,35.9,5.35799980163574,18.083,2017
ISL,Iceland,,2559640186397.0,1.76041559180606,,56501.4576788793,100.351440429688,15.0,1.1,26.1,2.74000000953674,11.9,2017
HUN,Hungary,,22310803500000.0,2.34824281150159,,13630.6882407458,100.805473327637,9986.0,2.4,30.6,4.15999984741211,9.7,2017
HKG,"Hong Kong SAR, China",,5781441145000.0,1.49387243939527,,44380.534941791,107.762321472168,7432.0,,,3.13000011444092,7.7,2017
HND,Honduras,,324513172570.678,3.93436084442035,,2423.59226577571,,,9.8,49.4,5.53000020980835,21.859,2017
HTI,Haiti,,180846772916.97,10.6800887242583,,1409.63253702719,,,26.2,,13.8769998550415,24.75,2017
GUY,Guyana,,392956064582.52,1.90465615515582,,5945.06873183883,,,19.1,,13.746000289917,20.202,2017
GNB,Guinea-Bissau,,162233130193.74,1.69111461822295,,645.359086537753,,,37.5,,5.98600006103516,35.697,2017
GIN,Guinea,,20391822370317.6,8.91452597036354,,890.788676719394,,,31.1,,4.91400003433228,36.765,2017
GTM,Guatemala,,237275406286.892,4.42453655182543,2.8,4091.26800012075,101.194892883301,271393.0,12.4,,2.46000003814697,24.912,2017
GUM,Guam,,,,,35678.2832965149,,,,,5.43499994277954,16.71,2017
GRD,Grenada,,1485051531.84,0.908458255874211,,9742.6036607648,111.447731018066,,11.1,,,16.701,2017
GRL,Greenland,,,,,46598.8233034331,,,,,,15.2,2017
GRC,Greece,,207360000000.0,1.12125452031427,,18304.3076770645,99.5534820556641,8147.0,2.6,34.4,21.4899997711182,8.2,2017
GIB,Gibraltar,,,,,,103.54402923584,,,,,,2017
GHA,Ghana,,78933667529.5537,12.3719215507048,,1896.36673179505,105.509880065918,90704.0,24.7,,4.21999979019165,29.839,2017
DEU,Germany,,4196227000000.0,1.50949655801608,,42639.5544087286,104.022361755371,15035.0,2.3,31.2,3.75,9.5,2017
GEO,Georgia,,23414986602.4967,6.03531725272117,,4327.72758530017,100.358306884766,2277.0,5.8,37.9,13.9399995803833,13.718,2017
GMB,"Gambia, The",,26726331914.28,8.0341897454591,,665.213221456846,95.2371063232422,68730.0,27.8,,9.48499965667725,38.967,2017
GAB,Gabon,,1591526000000.0,2.65192583143898,,7145.11756385762,,,20.9,38.0,20.7210006713867,32.161,2017
PYF,French Polynesia,,,,,20580.1426813769,,,,,12.2130002975464,14.946,2017
FRA,France,,3613366000000.0,1.03228275064674,,37694.0833027304,102.417221069336,2457.0,2.6,31.6,9.40999984741211,11.5,2017
FIN,Finland,,270076000000.0,0.754015047084413,,45173.6294067199,100.154640197754,4187.0,1.4,27.4,8.64000034332275,9.1,2017
FJI,Fiji,,7433293208.73539,3.34757834757835,,5759.65863654407,,,10.6,,4.27799987792969,21.56,2017
FRO,Faroe Islands,,,,,,,,,,,13.1,2017
ETH,Ethiopia,,,10.6871150284238,,727.844054349637,,,29.7,,2.29900002479553,32.775,2017
SWZ,Eswatini,,14162371491.6319,6.22137528933114,,3724.76190419179,115.160140991211,35890.0,21.5,,22.7530002593994,26.773,2017
EST,Estonia,,17215000000.0,3.41723549488057,,18962.4103006448,97.2301712036133,2142.0,1.2,30.4,5.76000022888184,10.5,2017
ERI,Eritrea,,,,,,68.4745178222656,238210.0,18.9,,5.94299983978271,30.898,2017
GNQ,Equatorial Guinea,,1389405000000.0,0.745599218497516,,8986.95100457202,,,30.5,,8.64799976348877,33.725,2017
SLV,El Salvador,,14420671279.59,1.01235403315573,,3846.97393435035,,,7.0,38.0,4.3899998664856,18.429,2017
EGY,"Egypt, Arab Rep.",,3436962887779.8,29.5066083940039,,3712.60365352095,106.13346862793,63338.0,11.5,31.5,11.7399997711182,27.05,2017
ECU,Ecuador,,39363616867.0,0.417335588666803,5.9,5981.13261786687,103.534942626953,21217.0,6.9,44.7,3.83999991416931,19.968,2017
DOM,Dominican Republic,,1716270801739.97,3.27955694678546,,7556.85365014568,107.799812316895,61774.0,24.4,42.2,5.82999992370605,19.799,2017
DMA,Dominica,,492055656.39,0.296252889279557,,7261.41341611529,,,27.2,,,9.6,2017
DJI,Djibouti,,114600888000.0,0.568112117084679,,2901.00978212325,69.5962371826172,35576.0,32.5,41.6,26.0599994659424,21.944,2017
DNK,Denmark,,4296851000000.0,1.14713216957606,,55735.7649011485,101.268089294434,944.0,2.8,28.7,5.82999992370605,10.6,2017
CZE,Czechia,,3132377000000.0,2.45053398460138,,19139.2398841383,100.670989990234,1847.0,1.6,24.9,2.89000010490417,10.8,2017
CYP,Cyprus,,46358000000.0,0.5317664961745,,26013.83203125,99.3066864013672,754.0,1.7,31.4,11.0500001907349,10.668,2017
CUW,Curacao,,,1.58558801700291,,18504.3056682263,,,,,,9.7,2017
CUB,Cuba,,,,,7863.39468388695,100.460151672363,31515.0,2.3,,1.70000004768372,10.386,2017
HRV,Croatia,,279821000000.0,1.12937210282344,,13021.671657152,96.4710311889648,2304.0,3.0,30.4,11.210000038147,8.9,2017
CIV,Cote d'Ivoire,,8292936330124.29,0.685881065304644,,2157.24519467902,98.3680191040039,430570.0,35.0,,3.26999998092651,35.993,2017
CRI,Costa Rica,,23123535273484.9,1.62590692991729,,12375.9237345731,110.833473205566,13846.0,6.1,48.3,8.14000034332275,14.246,2017
COG,"Congo, Rep.",,1849183000000.0,0.450063823285551,,1984.69852756762,,,19.9,,20.5590000152588,33.378,2017
COD,"Congo, Dem. Rep.",,4629753897071.05,,,494.781248470007,,,28.5,,4.46500015258789,41.732,2017
COM,Comoros,,85521502287.48,,,1273.13444849632,99.4475936889648,17935.0,31.3,,8.08600044250488,32.365,2017
COL,Colombia,,518429537985074.0,4.3121410323773,6.6,6208.98702035873,114.983268737793,100446.0,7.9,49.7,8.86999988555908,15.098,2017
CHN,China,,178027808559060.0,1.59313600071434,,9053.21273337092,99.4048080444336,,4.5,39.1,4.44000005722046,12.64,2017
CHL,Chile,,150278268784525.0,2.18271846868523,,13540.4386716385,101.430160522461,33899.0,4.9,44.4,6.96000003814697,12.711,2017
CHI,Channel Islands,,,,,,,,,,7.13800001144409,9.939,2017
TCD,Chad,,1466133000000.0,-1.53709962980847,,663.164729428375,78.5740432739258,840265.0,34.5,,1.11899995803833,42.683,2017
